algorithm,reward,exploration,environment,run,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,PREPROCESS,Puzzle,,,,,FAILED,1,experiments/20260708_095510/logs/Puzzle/VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,RECURSIVE,Puzzle,,,,,FAILED,1,experiments/20260708_095510/logs/Puzzle/VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Puzzle,,,,,FAILED,1,experiments/20260708_095510/logs/Puzzle/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Puzzle,,,,,FAILED,1,experiments/20260708_095510/logs/Puzzle/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,,,,,FAILED,1,experiments/20260708_095510/logs/Taxi-driver/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.045029446,1.198098814,12,SUCCESS,0,experiments/20260708_095510/logs/Taxi-driver/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,,,,,FAILED,1,experiments/20260708_095510/logs/Taxi-driver/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.047834035,1.918038089,10,SUCCESS,0,experiments/20260708_095510/logs/Taxi-driver/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,44,0.03883541,2.701597412,13,SUCCESS,0,experiments/20260708_095510/logs/Taxi-driver/POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.047950403,2.720510751,10,SUCCESS,0,experiments/20260708_095510/logs/Taxi-driver/POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,,,,,FAILED,1,experiments/20260708_095510/logs/Taxi-driver/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,,,,,FAILED,1,experiments/20260708_095510/logs/Taxi-driver/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,Taxi-driver,44,0.032974071,1.245573873,14,SUCCESS,0,experiments/20260708_095510/logs/Taxi-driver/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,Taxi-driver,43,0.053007331,0.945824433,11,SUCCESS,0,experiments/20260708_095510/logs/Taxi-driver/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,BACKWARD_INDUCTION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/BACKWARD_INDUCTION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,BACKWARD_INDUCTION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/BACKWARD_INDUCTION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,BACKWARD_INDUCTION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/BACKWARD_INDUCTION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,BACKWARD_INDUCTION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/BACKWARD_INDUCTION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/INCREMENTAL_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/INCREMENTAL_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,INCREMENTAL_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/INCREMENTAL_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/MODIFIED_POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/MODIFIED_POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,MODIFIED_POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/MODIFIED_POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/POLICY_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/POLICY_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/POLICY_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,POLICY_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/POLICY_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/PRIORITIZED_VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/PRIORITIZED_VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,PRIORITIZED_VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/PRIORITIZED_VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/VALUE_ITERATION/EMBEDDED/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,EMBEDDED,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/VALUE_ITERATION/EMBEDDED/RECURSIVE/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,PREPROCESS,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/VALUE_ITERATION/ONCEANDFORALL/PREPROCESS/run_1.log
run,algorithm,reward,exploration,environment,states,t_explore_sec,t_learn_sec,iterations_or_updates,status,exit_code,log_file
1,VALUE_ITERATION,ONCEANDFORALL,RECURSIVE,tictactoe,,,,,FAILED,1,experiments/20260708_095510/logs/tictactoe/VALUE_ITERATION/ONCEANDFORALL/RECURSIVE/run_1.log
